ToyCar_1,1649164761.41,210.6207,223.9664
ToyCar_1,1649164761.72,215.136,218.7481
ToyCar_1,1649164761.99,246.767,207.9953
ToyCar_1,1649164762.249,214.9727,187.5902
ToyCar_1,1649164762.523,131.4572,162.5054
ToyCar_1,1649164762.78,123.9191,136.932
ToyCar_1,1649164763.043,142.0042,114.3278
ToyCar_1,1649164763.296,109.5623,95.9942
ToyCar_1,1649164763.552,82.564,81.3537
ToyCar_1,1649164763.818,79.034,69.3838
ToyCar_1,1649164764.097,68.9449,60.026
ToyCar_1,1649164764.367,62.2068,53.2436
ToyCar_1,1649164764.652,51.0303,47.9393
ToyCar_1,1649164764.933,66.5417,43.8079
ToyCar_1,1649164765.217,54.9105,40.1237
ToyCar_1,1649164765.486,43.1052,37.4922
ToyCar_1,1649164765.749,49.591,35.8689
ToyCar_1,1649164766.017,52.222,32.9929
ToyCar_1,1649164766.276,33.9238,31.5805
ToyCar_1,1649164766.529,29.3747,29.9858
ToyCar_1,1649164766.791,33.7656,27.8566
ToyCar_1,1649164767.05,44.298,26.5941
ToyCar_1,1649164767.297,24.1248,26.0342
ToyCar_1,1649164767.552,24.6485,24.3442
ToyCar_1,1649164767.807,36.1201,23.7387
ToyCar_1,1649164768.059,30.9432,22.1988
ToyCar_1,1649164768.319,20.0392,22.1462
ToyCar_1,1649164768.587,24.2798,20.6307
ToyCar_1,1649164768.864,18.5633,20.6735
ToyCar_1,1649164769.131,26.3033,19.8014
ToyCar_1,1649164769.393,22.9885,19.3475
ToyCar_1,1649164769.644,22.6537,18.6175
ToyCar_1,1649164769.893,19.4863,18.2671
ToyCar_1,1649164770.156,18.3882,19.0395
ToyCar_1,1649164770.419,18.3829,17.9515
ToyCar_1,1649164770.681,24.0976,17.963
ToyCar_1,1649164770.962,22.4185,17.8858
ToyCar_1,1649164771.226,27.7267,17.3416
ToyCar_1,1649164771.494,16.8112,17.2217
ToyCar_1,1649164771.763,22.4504,17.7817
ToyCar_1,1649164772.031,21.6153,16.7955
ToyCar_1,1649164772.297,18.2558,17.1616
ToyCar_1,1649164772.563,27.7746,16.4324
ToyCar_1,1649164772.827,26.8286,17.4335
ToyCar_1,1649164773.09,16.6953,17.0867
ToyCar_1,1649164773.349,32.073,16.3839
ToyCar_1,1649164773.61,15.8009,16.7538
ToyCar_1,1649164773.853,26.9931,17.8274
ToyCar_1,1649164774.103,21.2673,17.6522
ToyCar_1,1649164774.358,18.9183,16.4359
ToyCar_1,1649164774.617,19.4278,17.0261
ToyCar_1,1649164774.885,19.9601,16.7112
ToyCar_1,1649164775.168,23.2937,18.457
ToyCar_1,1649164775.422,14.8089,16.2549
ToyCar_1,1649164775.696,16.7494,16.4547
ToyCar_1,1649164775.964,17.1335,15.7473
ToyCar_1,1649164776.243,22.3055,16.1965
ToyCar_1,1649164776.512,28.1725,16.7879
ToyCar_1,1649164776.773,26.1316,16.0894
ToyCar_1,1649164777.038,20.1877,15.8309
ToyCar_1,1649164777.305,16.0574,16.3941
ToyCar_1,1649164777.565,15.4374,17.7707
ToyCar_1,1649164777.839,19.5483,16.3642
ToyCar_1,1649164778.091,23.7196,16.4817
ToyCar_1,1649164778.348,19.04,16.886
ToyCar_1,1649164778.6,33.8545,16.1984
ToyCar_1,1649164778.871,21.8416,16.4433
ToyCar_1,1649164779.135,23.3578,15.8168
ToyCar_1,1649164779.397,25.9685,16.269
ToyCar_1,1649164779.65,19.0798,16.4113
ToyCar_1,1649164779.921,31.6913,16.1284
ToyCar_1,1649164780.191,25.3293,16.2971
ToyCar_1,1649164780.458,18.7273,16.1746
ToyCar_1,1649164780.751,18.1291,15.9929
ToyCar_1,1649164781.036,18.6935,16.2428
ToyCar_1,1649164781.318,14.2913,16.4027
ToyCar_1,1649164781.578,11.3569,16.0923
ToyCar_1,1649164781.85,27.5907,16.4857
ToyCar_1,1649164782.103,12.978,16.8444
ToyCar_1,1649164782.354,18.2238,15.3703
ToyCar_1,1649164782.609,15.4289,17.3095
ToyCar_1,1649164782.863,23.9511,16.4582
ToyCar_1,1649164783.139,21.2859,16.7812
ToyCar_1,1649164783.399,15.9837,15.68
ToyCar_1,1649164783.664,18.4363,15.5225
ToyCar_1,1649164783.91,26.1397,16.2658
ToyCar_1,1649164784.187,30.417,15.4465
ToyCar_1,1649164784.452,12.7733,15.3183
ToyCar_1,1649164784.723,22.4389,16.4269
ToyCar_1,1649164784.988,18.0259,15.5516
ToyCar_1,1649164785.257,21.774,15.6167
ToyCar_1,1649164785.525,17.9069,15.8359
ToyCar_1,1649164785.794,18.6184,15.0855
ToyCar_1,1649164786.081,18.1158,15.0844
ToyCar_1,1649164786.344,14.2238,15.6532
ToyCar_1,1649164786.598,15.2738,16.0285
ToyCar_1,1649164786.864,17.7364,15.0812
ToyCar_1,1649164787.142,19.3887,15.1219
ToyCar_1,1649164787.413,13.9715,15.6472
ToyCar_1,1649164787.677,21.9057,16.2031
ToyCar_1,1649164787.936,12.6269,16.4982
ToyCar_1,1649164788.205,16.9453,16.1277
ToyCar_1,1649164788.479,22.6282,15.3696
ToyCar_1,1649164788.729,14.8816,16.5382
ToyCar_1,1649164788.993,21.8239,15.4836
ToyCar_1,1649164789.256,16.2788,15.3698
ToyCar_1,1649164789.516,26.775,15.3902
ToyCar_1,1649164789.785,17.3059,15.4072
ToyCar_1,1649164790.066,18.6025,14.7543
ToyCar_1,1649164790.338,16.1056,15.4448
ToyCar_1,1649164790.595,20.0435,15.8532
ToyCar_1,1649164790.866,18.5704,15.3319
ToyCar_1,1649164791.143,14.2021,14.8987
ToyCar_1,1649164791.422,18.6425,15.6301
ToyCar_1,1649164791.688,23.2131,15.6008
ToyCar_1,1649164791.952,27.35,15.0992
ToyCar_1,1649164792.215,19.0571,15.3712
ToyCar_1,1649164792.486,16.2537,15.6449
ToyCar_1,1649164792.746,14.5781,15.3153
ToyCar_1,1649164793.007,33.5542,15.2068
ToyCar_1,1649164793.265,18.3509,16.1238
ToyCar_1,1649164793.529,14.461,14.8527
ToyCar_1,1649164793.781,20.3183,14.5559
ToyCar_1,1649164794.05,12.8712,16.1021
ToyCar_1,1649164794.335,19.1583,15.0764
ToyCar_1,1649164794.6,16.1182,15.2191
ToyCar_1,1649164794.85,23.1559,15.2836
ToyCar_1,1649164795.162,13.1586,14.7458
ToyCar_1,1649164795.438,14.3306,14.4965
ToyCar_1,1649164795.703,23.7877,15.0427
ToyCar_1,1649164795.955,15.2761,14.9276
ToyCar_1,1649164796.226,15.6034,14.6582
ToyCar_1,1649164796.497,18.1719,14.769
ToyCar_1,1649164796.796,16.7146,14.515
ToyCar_1,1649164797.084,28.1813,14.7103
ToyCar_1,1649164797.356,17.0153,15.0067
